0,1,2,3,4
7222434044,9321259933,GDA-HEL,DBG328,2004-10-11 02:36:34
6312523592,7320290544,BRU-GDA,NJM914,2008-11-25 06:10:24
1322932383,2320478866,ATE-GDA,NNY344,2001-09-30 13:03:19
10300417624,3302411543,GDA-ATE,KLT435,2007-04-06 13:35:53
8260291604,3282265369,HEL-GDA,NNY344,2008-08-29 04:42:24
122740325,10272689074,GDA-PRA,IUF249,2006-07-18 10:51:51
7313015721,3290774536,GDA-PRA,OWH624,2003-01-09 22:40:05
8270617117,7251657997,GDA-BRU,KVX424,2003-06-11 21:16:22
7221273806,1212228000,GDA-BAR,ZRT126,2007-07-19 07:47:38
5291446661,9311463131,PRA-GDA,EIN200,2005-03-15 18:54:09
4221754836,4301225933,PRA-GDA,HKB921,2000-04-18 18:03:12
3221087689,2251438719,PRA-GDA,GUK987,2002-12-19 07:47:15
7270560067,10322146072,GDA-PRA,KJO360,2007-07-04 22:30:55
4312588973,3270671732,HEL-GDA,LKU977,2005-08-27 03:12:14
101441478,6222240233,GDA-BRU,DBG328,2005-05-13 07:57:30
2213186890,8302366268,GDA-BRU,DBG328,2003-02-19 05:09:46
10320867162,5320494272,GDA-PRA,NLN403,2003-02-23 05:30:32
3273043143,2280210135,GDA-ATE,NHT696,2006-05-24 23:51:04
2241488188,3283019622,GDA-PRA,DKR731,2002-08-29 02:08:51
4310447500,1302646158,GDA-ATE,RSF328,2001-12-20 17:43:08
6221615085,7303036840,PRA-GDA,MKL740,2003-11-27 23:29:19
72860849,7301581779,GDA-BAR,KIE564,2010-01-14 16:06:37
10262454747,5272871509,GDA-HEL,AID111,2009-01-29 07:44:30
7312815766,1320344777,BRU-GDA,VMK622,2004-06-23 12:44:44
2242535414,10230387925,BRU-GDA,UWC700,2001-10-20 20:32:30
10290661074,7292640099,ATE-GDA,DZX548,2008-02-09 16:56:50
3302921817,9302795834,GDA-HEL,KVX424,2007-09-16 22:25:37
2213186890,6260316615,PRA-GDA,DZX548,2009-04-19 18:44:09
3270671732,8210754155,ATE-GDA,WRB809,2009-04-22 21:03:04
10303088298,4241785951,PRA-GDA,KYN538,2009-01-08 15:42:38
101518268,1302977500,PRA-GDA,LKU977,2007-08-10 01:19:02
7301581779,7222168534,HEL-GDA,FIV246,2010-05-23 11:34:45
1320344777,10260388219,GDA-PRA,WRB809,2007-06-17 19:01:02
4221252143,2270633674,BRU-GDA,GWJ355,2003-04-03 01:41:18
8220740333,7320290544,GDA-ATE,ELZ356,2006-11-08 06:15:45
9211319545,3250483199,GDA-BAR,MKL740,2010-05-23 12:52:17
6221916636,1301833508,ATE-GDA,DBG328,2000-04-01 20:28:13
20112882,8260291604,GDA-PRA,HKB921,2005-07-14 06:53:53
5260441817,9252858773,GDA-BRU,RSF328,2001-07-17 17:01:28
6320956885,9252964687,ATE-GDA,QDS141,2006-04-16 13:30:53
42558901,2263052833,GDA-HEL,DKR731,2005-10-23 06:15:12
1261764627,7320290544,GDA-PRA,VMK622,2003-12-19 01:04:09
5210197270,7251657997,GDA-BRU,DZX548,2010-03-14 22:57:56
4310510877,101441478,HEL-GDA,EIN200,2010-07-08 07:31:56
2271938884,1302977500,GDA-PRA,DKR731,2005-08-16 04:29:38
50679687,4260568452,BRU-GDA,JMJ386,2001-10-13 08:47:49
8320334193,8280314602,GDA-BAR,QEN520,2006-01-16 00:00:09
7272415594,8220740333,ATE-GDA,DKR731,2006-11-06 23:22:28
4301225933,10281071820,GDA-PRA,HKB921,2000-06-07 07:30:23
8250977305,6240846563,GDA-BAR,DYM883,2006-04-04 15:00:17
2221189803,7312952847,GDA-BAR,ZEU956,2004-11-21 00:29:42
6250416123,7271251094,GDA-PRA,KIE564,2004-03-16 20:00:25
10310331369,3211893294,GDA-BRU,NXE951,2000-12-15 20:43:32
4213195513,5221136950,PRA-GDA,KJO360,2002-10-24 02:57:14
7282579617,4211948632,GDA-PRA,HFG527,2009-07-21 16:04:45
122740325,4301225933,GDA-HEL,KJO360,2005-06-09 20:16:31
20112882,2270633674,BAR-GDA,OWH624,2008-11-10 22:37:46
8210754155,9300465393,GDA-BAR,DZX548,2004-06-25 12:48:43
101441478,8220740333,BRU-GDA,JMJ386,2002-04-27 07:04:56
3291296149,3320518268,GDA-ATE,XXH217,2008-02-04 05:08:44
9210315979,8221046759,BRU-GDA,UTU684,2000-08-08 22:41:41
61098802,3290339265,BRU-GDA,IUF249,2002-01-03 15:13:12
2242556107,8273181756,BAR-GDA,BWE678,2010-12-07 20:15:47
8302366268,2242559773,ATE-GDA,NZU165,2005-09-09 06:23:47
10210495792,91848639,GDA-PRA,RSF328,2008-02-24 05:11:19
4312642309,70415171,ATE-GDA,HLA561,2010-01-29 10:29:09
6320723681,101441478,ATE-GDA,VMK622,2008-06-18 18:15:53
9321259933,52671922,PRA-GDA,KJO360,2000-07-21 00:16:24
5213137651,5212896085,GDA-HEL,GUK987,2010-07-10 04:11:02
8292983580,6231461526,BAR-GDA,HKB921,2009-12-04 15:37:57
6272136401,6231647179,GDA-PRA,VMK622,2003-12-22 00:03:16
8270954810,2270633674,HEL-GDA,KIE564,2009-12-02 20:15:23
2261555086,1321294859,BRU-GDA,VMK622,2000-03-24 11:27:38
70415171,8281081301,BAR-GDA,HKB921,2006-11-26 08:42:23
7310526297,2242556107,GDA-ATE,BWE678,2006-07-14 04:41:01
6230865604,2242559773,GDA-BRU,EIN200,2006-12-22 04:29:12
6311821707,7312952847,GDA-HEL,FIV246,2007-11-26 04:42:00
10230387925,1252184353,HEL-GDA,ELZ356,2002-02-02 07:23:00
50744994,8312958451,GDA-HEL,GUK987,2001-04-18 18:23:40
8273181756,7290368063,BAR-GDA,QEN520,2003-08-28 22:06:51
6320956885,7283116334,GDA-ATE,ZEU956,2007-03-20 16:27:28
3322438333,9252858773,ATE-GDA,DXO730,2002-06-05 12:45:17
6230865604,5251440975,GDA-BRU,NHT696,2004-10-29 07:25:49
7310526297,3231542190,GDA-BRU,NNY344,2001-06-17 07:00:04
6212431838,4301225933,GDA-HEL,IUF249,2008-02-18 15:04:56
1300512020,5272871509,BRU-GDA,DYM883,2005-03-11 05:07:10
3302921817,7272415594,GDA-PRA,OKR802,2003-08-09 07:32:33
5221136950,9300465393,GDA-BRU,KVX424,2007-02-04 02:29:34
2283068643,4241785951,ATE-GDA,CDF607,2010-10-09 04:57:39
9322531007,4310447500,HEL-GDA,KYN538,2003-03-14 10:17:47
4232583182,7252112802,GDA-ATE,IUF249,2007-07-12 19:38:01
7211593437,1322932383,HEL-GDA,AAF290,2003-08-10 08:58:21
8251541301,1291833719,BRU-GDA,JMJ386,2010-09-15 01:47:01
7320290544,10321254255,GDA-HEL,NZU165,2006-05-20 09:53:29
9312573369,7211517734,GDA-PRA,HKB921,2009-05-08 06:07:35
2222072928,1320344777,GDA-HEL,ZEU956,2008-01-28 00:19:37
7221483216,2271721958,GDA-BAR,OKR802,2007-02-07 04:18:17
10281071820,5303134254,BRU-GDA,HLA561,2002-01-13 11:06:40
10210495792,9280240126,GDA-BRU,NLN403,2005-02-26 06:36:46
8292983580,3302921817,BAR-GDA,RSF328,2003-05-21 17:22:10
9321259933,9322760252,GDA-BRU,NLN403,2002-12-24 00:54:21
8270954810,3232398066,GDA-PRA,NNY344,2008-11-05 04:31:30
92515895,5221136950,HEL-GDA,MKL740,2010-11-10 08:31:55
6272183847,9211642630,GDA-ATE,XXH217,2001-06-23 19:57:50
6222240233,7312952847,BRU-GDA,CUK571,2001-10-27 14:48:03
6310188230,1321294859,GDA-BRU,EIN200,2003-07-06 05:59:54
7323190650,2250121870,GDA-PRA,ELZ356,2004-09-10 00:06:55
52039285,10303088298,PRA-GDA,UBS938,2004-07-14 18:46:10
6291139896,7261790808,PRA-GDA,QEN520,2004-10-19 19:33:15
6282670786,6241654255,BAR-GDA,NHT696,2005-03-24 09:04:27
3231542190,10300417624,BRU-GDA,NNY344,2002-01-26 19:41:56
42689069,8292983580,PRA-GDA,DZX548,2008-10-02 00:59:40
8312744207,9300465393,GDA-BAR,GUK987,2005-06-29 16:58:03
2271938884,4232583182,BAR-GDA,CDF607,2007-12-22 14:17:42
6311838011,3250483199,GDA-HEL,MKL740,2001-12-14 22:18:42
9300639385,5262391240,GDA-ATE,WRB809,2005-11-25 17:54:37
5290731917,7251528718,GDA-BRU,NXE951,2006-03-24 09:51:36
91749596,8250818820,ATE-GDA,KYN538,2003-03-23 10:09:05
7292640099,9222359042,GDA-HEL,DBG328,2001-12-07 13:13:55
10291588420,1252266653,GDA-BAR,HFG527,2008-07-28 09:37:10
7322266426,2261555086,HEL-GDA,IUF249,2006-04-26 03:54:53
1320643579,4311786778,GDA-BRU,GUK987,2010-12-05 14:51:36
7221273806,8260291604,GDA-HEL,BWE678,2006-07-23 08:07:30
5311857866,3250483199,GDA-BAR,HFG527,2000-07-11 13:29:39
5271441213,5280273854,ATE-GDA,DXO730,2005-05-15 20:16:02
2302330681,9280173725,ATE-GDA,ELZ356,2002-10-16 06:11:56
8312310183,6240846563,GDA-BAR,KYN538,2004-06-18 17:29:15
10300417624,9300465393,PRA-GDA,CDF607,2003-10-26 17:01:43
8302139459,6221615085,GDA-BRU,ZRT126,2000-01-11 08:38:15
8312792583,4232583182,PRA-GDA,KIE564,2003-02-18 17:52:43
2250121870,8221046759,ATE-GDA,CIC794,2010-06-05 07:36:39
2261555086,3322438333,GDA-BRU,DKR731,2007-02-26 02:46:58
8250926712,3291296149,GDA-BRU,ZEU956,2003-03-26 14:40:50
91749596,91848639,GDA-BAR,OUC286,2005-10-02 00:07:44
100384378,2322664670,GDA-BRU,QDS141,2005-02-23 12:09:06
9210315979,7320290544,GDA-ATE,DZX548,2004-01-01 17:36:42
8300810738,10321254255,GDA-BAR,HFG527,2003-01-13 04:08:22
10220396544,8240972965,GDA-ATE,UWC700,2009-02-03 02:25:53
7281350787,5280273854,GDA-ATE,NZU165,2004-09-12 06:29:48
4221440258,1321294859,GDA-PRA,KIE564,2001-08-12 23:57:53
8270954810,10210495792,GDA-HEL,NNY344,2007-10-03 03:00:16
6310181615,1280639131,ATE-GDA,CUK571,2006-02-12 09:01:26
9242954799,8281851155,ATE-GDA,IUF249,2003-10-10 15:38:57
2301678256,100384378,BRU-GDA,XXH217,2003-05-06 10:40:55
1273082584,9252858773,GDA-BAR,FIV246,2006-06-23 07:09:26
1292450133,6272183847,ATE-GDA,NXE951,2004-11-22 19:46:15
10270959467,4213195513,GDA-BAR,OUC286,2009-07-21 14:51:53
1322932383,2302330681,BAR-GDA,DZX548,2007-03-29 08:49:44
8240972965,6251945408,BAR-GDA,GUK987,2007-06-03 22:33:16
4211948632,10303088298,GDA-PRA,OUC286,2000-11-02 15:53:48
7320282154,7252112802,GDA-ATE,OKR802,2002-11-03 19:47:33
8273181756,3221087689,BAR-GDA,DBG328,2002-11-27 03:41:50
9210315979,6320723681,GDA-HEL,OWH624,2007-07-19 15:20:03
7271251094,6302595020,GDA-ATE,OUC286,2007-04-30 12:37:58
7230670629,72860849,BRU-GDA,XXH217,2006-11-27 21:36:42
10301374171,8273181756,GDA-ATE,VMK622,2002-12-17 14:00:37
4321164076,4232583182,GDA-BRU,NZU165,2009-06-16 10:21:31
10290661074,1320344777,GDA-ATE,ZRT126,2003-05-07 08:36:46
8302139459,10210495792,ATE-GDA,NNY344,2007-10-07 02:25:03
4242177575,6240510871,ATE-GDA,XXH217,2008-05-12 17:01:13
8252613386,5221819291,BAR-GDA,KIE564,2006-02-24 08:38:14
5221136950,8260911999,BAR-GDA,KYN538,2006-01-21 20:00:11
10250359777,8273181756,HEL-GDA,KJO360,2008-04-25 19:01:26
7283116334,1251716425,GDA-BAR,LKU977,2001-10-23 11:12:38
3302921817,4241537770,BRU-GDA,HLA561,2001-07-08 22:08:37
10262454747,7301581779,BAR-GDA,NJM914,2004-05-17 13:56:41
10301615199,7262925980,BRU-GDA,OWH624,2005-10-20 16:43:06
10291588420,6301479251,GDA-HEL,CIC794,2001-12-10 22:17:25
10262791013,42689069,PRA-GDA,BWE678,2000-04-02 22:21:57
8300565010,9300465393,GDA-HEL,LKU977,2004-12-20 01:40:28
6302595020,6241654255,BRU-GDA,ELZ356,2001-07-17 19:36:36
40826651,7261790808,GDA-BAR,QEN520,2008-09-20 17:55:55
9280240126,1320643579,GDA-BRU,DBG328,2004-12-01 09:20:38
4273034285,1301833508,GDA-BRU,GUK987,2005-07-09 16:12:21
5280991253,10303088298,ATE-GDA,DBG328,2008-01-27 03:37:14
2222072928,3252245711,GDA-ATE,OKR802,2005-06-10 03:20:57
101441478,6263034592,ATE-GDA,UBS938,2008-06-28 11:48:11
10291277869,8302139459,GDA-ATE,OKR802,2001-02-12 20:48:13
9280173725,52671922,GDA-BRU,MKL740,2010-07-27 18:41:57
3271521548,6250293632,BRU-GDA,NHT696,2005-07-28 02:50:34
1252266653,3211893294,GDA-HEL,ZEU956,2003-02-11 22:59:20
6320723681,2250121870,BAR-GDA,AAF290,2003-08-12 06:39:58
1300512020,2271938884,BAR-GDA,CIC794,2010-12-12 22:36:44
4311786778,10320195993,GDA-BRU,FIV246,2000-02-20 06:12:15
10291799497,6241838608,HEL-GDA,ELZ356,2005-09-07 18:16:50
5280991253,9251923609,GDA-PRA,QEN520,2007-11-08 13:49:29
6262137883,4213195513,BAR-GDA,NNY344,2006-03-30 00:17:33
10322146072,10230387925,PRA-GDA,DXO730,2000-03-01 15:04:58
8322798870,5211240236,GDA-PRA,HPU698,2006-05-12 01:22:50
7270560067,2232413524,PRA-GDA,OUC286,2001-12-27 18:57:33
52039285,7250722793,HEL-GDA,NLN403,2002-04-15 03:25:42
6263034592,1252184353,GDA-HEL,QEN520,2007-04-19 15:12:22
3302411543,2280577704,GDA-HEL,JMJ386,2005-12-12 17:56:58
1302588247,6282670786,GDA-BRU,QDS141,2008-09-23 13:30:43
7241241685,10290661074,PRA-GDA,DBG328,2010-05-21 10:00:56
6221916636,7321645329,GDA-BAR,ELZ356,2007-04-26 18:12:00
7320290544,5280273854,BAR-GDA,ELZ356,2000-04-29 01:47:34
1221548955,7220556737,GDA-ATE,NNY344,2002-05-31 07:51:34
5311857866,2241488188,ATE-GDA,FIV246,2010-03-24 21:19:00
92694451,7260223752,HEL-GDA,NLN403,2004-10-10 14:11:45
5210197270,2311398856,BAR-GDA,BWE678,2003-04-21 06:13:35
9240748842,7250722793,GDA-BRU,KYN538,2004-06-19 03:29:28
1261463038,7231937518,ATE-GDA,NJM914,2000-08-23 07:10:43
10320195993,2301678256,HEL-GDA,KJO360,2002-10-29 22:58:51
61098802,5311857866,BAR-GDA,GWJ355,2006-10-04 13:04:39
8221046759,9222359042,ATE-GDA,NJM914,2003-09-12 10:36:27
2283068643,7310526297,PRA-GDA,NXE951,2003-06-24 04:55:13
8270954810,10320195993,GDA-PRA,KJO360,2004-03-02 16:25:42
9251923609,91848639,BRU-GDA,QDS141,2009-09-02 03:12:51
6241997381,1321894257,GDA-BAR,OUC286,2004-12-19 11:14:53
10230492456,4312588973,GDA-BAR,OWH624,2009-06-22 21:24:10
10310331369,10230387925,PRA-GDA,KJO360,2010-04-02 00:03:53
10301615199,2280210135,GDA-ATE,XXH217,2008-06-13 21:28:17
2263052833,4310447500,GDA-PRA,HKB921,2002-05-11 20:02:12
10230492456,8240972965,GDA-PRA,HFG527,2007-04-02 19:34:52
6212258448,1320643579,BRU-GDA,NXE951,2007-10-28 04:56:58
4221252143,1321894257,GDA-BAR,UBS938,2006-02-26 11:30:08
1320344777,2302330681,PRA-GDA,BWE678,2007-01-23 09:38:16
6212431838,10291277869,BAR-GDA,UBS938,2006-04-22 11:14:09
8270954810,9290622831,BAR-GDA,HLA561,2006-09-23 03:24:09
70415171,7281350787,BRU-GDA,HLA561,2009-02-14 07:27:18
7221916213,8250977305,GDA-PRA,NZU165,2008-07-04 08:36:17
2261555086,4242773313,PRA-GDA,OKR802,2010-12-08 04:39:41
7301581779,4312642309,GDA-BAR,DYM883,2006-07-03 20:36:30
32938360,5232981109,GDA-BRU,NXE951,2009-05-24 21:00:10
9312573369,1302588247,HEL-GDA,KJO360,2002-08-06 05:31:25
10250359777,3250137326,ATE-GDA,KYN538,2008-10-11 19:51:50
52671922,4242177575,GDA-PRA,NJM914,2004-06-02 10:12:42
8292983580,8320334193,GDA-ATE,HFG527,2002-04-11 22:41:47
10220396544,5212896085,HEL-GDA,BWE678,2002-05-13 23:49:49
8293088239,3291923311,ATE-GDA,ELZ356,2006-06-08 09:31:25
1231457142,32938360,GDA-PRA,GUK987,2000-03-30 04:13:31
7241241685,6291476209,HEL-GDA,ZRT126,2007-02-13 11:51:41
2270633674,7241241685,GDA-ATE,NNY344,2010-01-26 04:26:40
2221189803,2283068643,GDA-BAR,UWC700,2008-09-06 16:58:33
8320334193,3252245711,BAR-GDA,NHT696,2002-06-29 00:40:22
7260223752,9312573369,ATE-GDA,DXO730,2006-01-22 05:23:57
2241488188,2320478866,GDA-HEL,DYM883,2003-09-16 08:13:18
9311463131,8323085775,GDA-ATE,MKL740,2001-08-01 14:09:06
1271085534,10293019843,BAR-GDA,XXH217,2002-01-19 02:53:40
6301479251,1221548955,BRU-GDA,AID111,2000-05-24 16:39:23
8312310183,6241654255,BRU-GDA,KVX424,2009-11-23 23:27:15
1221548955,42641823,ATE-GDA,NLN403,2006-01-12 03:17:22
3282265369,2221189803,GDA-HEL,DZX548,2000-11-02 06:43:45
1252184353,6231461526,ATE-GDA,GWJ355,2007-02-14 11:15:10
6221916636,2271938884,BAR-GDA,DZX548,2003-04-17 23:44:19
6231461526,3212755401,GDA-BAR,NZU165,2008-09-12 13:56:31
7231937518,7211593437,GDA-BAR,XXH217,2003-04-06 16:13:46
1320227944,2301678256,BRU-GDA,QEN520,2004-09-12 08:37:17
19270571040,3283019622,GDA-PRA,NZU165,2008-12-28 10:45:25
7301259227,80922535,BAR-GDA,OKR802,2003-02-09 11:58:53
1252266653,7221916213,GDA-OSL,MKL740,2001-09-29 04:33:38
1252184353,15240454018,GDA-LON,OKR802,2010-07-24 12:22:53
9282252907,16260327496,GDA-LIP,TVW893,2010-12-28 06:18:39
4211948632,4291645414,LON-GDA,GWJ355,2001-02-09 17:15:21
1320398516,6221615085,GDA-ATE,MKL740,2008-02-26 00:46:21
17291371456,6251945408,KOL-GDA,NXE951,2005-08-02 13:47:43
16251224159,2322664670,GDA-HEL,OYI791,2009-10-01 12:03:28
10230387925,3282265369,HAM-GDA,DXO730,2010-04-19 22:46:34
72860849,1270885050,GDA-BRU,QHE479,2006-08-27 04:36:08
13322953017,6282670786,KOL-GDA,KVX424,2004-07-13 03:22:39
9302799296,9211642630,OSL-GDA,EIN200,2004-08-05 21:04:43
2250625213,3232736286,GDA-EVE,AFF387,2007-02-03 13:08:52
5251440975,3232736286,HAM-GDA,ZEU956,2002-02-20 07:17:42
14290171636,7231937518,HEL-GDA,ZRT126,2009-10-02 14:35:57
13243032381,10281071820,GDA-MUM,KVX424,2009-07-04 23:45:38
1261463038,5290731917,GDA-BRU,UTU684,2004-01-10 11:40:44
14243089113,4273034285,GDA-WRO,OYI791,2004-03-06 18:24:48
6272183847,2312852852,GDA-BRU,CWM861,2006-01-05 00:03:32
2312852852,7312952847,GDA-MUM,KVX424,2009-08-12 03:06:19
10300417624,42558901,PAR-GDA,HLA561,2003-02-03 13:41:25
7270560067,20280921972,ATE-GDA,TVW893,2005-04-26 20:51:04
13322953017,3290774536,PAR-GDA,NNY344,2001-02-09 19:50:33
5231644513,6320956885,GDA-WRO,OYI791,2007-09-02 16:35:34
5271441213,4291645414,GDA-KOL,KYN538,2006-04-29 09:04:33
14271476431,2280210135,MUM-GDA,ZRT126,2001-08-16 19:03:03
20271667052,20290499908,GDA-MUM,ZXK559,2001-12-05 19:12:09
5290731917,7310526297,GDA-OSL,UTU684,2010-10-15 09:15:30
21290393698,1312278466,SYB-GDA,HPU698,2008-01-14 11:22:53
6291476209,8260291604,SYB-GDA,JMJ386,2010-01-04 08:22:34
14213018187,10302889678,GDA-HEL,UTU684,2005-11-21 20:16:11
15253022109,1300512020,GDA-ATE,RSF328,2008-03-07 18:38:42
1301277540,9322531007,ATE-GDA,DZX548,2007-05-27 03:42:39
17261960741,7221916213,KOL-GDA,CMW573,2004-06-26 03:22:08
5272871509,9212772710,GDA-BRU,LOA446,2003-09-25 10:44:11
4310447500,11300289231,HAM-GDA,GUK987,2010-04-10 06:52:09
21282473689,3320518268,BAR-GDA,MKL740,2000-09-26 11:12:45
80922535,15243080142,GDA-SYB,AAF290,2008-04-08 03:20:10
1221548955,9311651147,PAR-GDA,LIW113,2007-10-17 07:44:13
4321164076,20320366684,HEL-GDA,ZRT126,2005-05-19 00:41:38
1280639131,21282473689,GDA-HAM,SBF424,2006-01-15 02:02:46
100929179,1292450133,GDA-PRA,CUK571,2003-08-14 00:58:44
17231284749,1320398516,GDA-SYB,LUX630,2003-07-19 10:17:21
20290692950,12261654944,GDA-PAR,WRB809,2002-09-20 04:22:04
15270571400,12221141390,GDA-PAR,VZF325,2003-05-25 14:22:11
2232413524,1270885050,LON-GDA,NZU165,2008-11-26 21:38:43
3210685061,7230670629,SYB-GDA,QEN520,2006-12-30 05:26:43
14260847530,11300755967,HEL-GDA,RSF328,2010-09-16 12:57:21
7222168534,5310799154,GDA-ATE,NLN403,2010-03-03 13:19:46
6230865604,14210932497,LIP-GDA,AAF290,2003-11-07 04:45:34
16242150001,18270487595,GDA-WRO,QEN520,2006-12-02 16:21:29
4260568452,14210932497,GDA-HAM,LKU977,2002-06-25 12:43:55
14271476431,20322123362,LIP-GDA,NNY344,2003-12-18 12:22:10
14230991441,6251738114,GDA-KOL,IUF249,2008-04-22 09:54:07
10250556471,101441478,GDA-KOL,JMJ386,2006-01-27 01:38:30
9212772710,12302830999,GDA-SYB,VMK622,2000-08-29 21:55:56
13300883255,11230415933,BAR-GDA,SBF424,2002-12-20 06:45:10
9290622831,6270120770,GDA-PAR,DKR731,2010-08-14 08:54:04
1302646158,1302977500,GDA-HEL,FIV246,2004-07-03 08:52:42
15292145728,17252573433,BER-GDA,QHE479,2005-12-25 00:24:19
12302830999,4220594859,BAR-GDA,JMJ386,2010-11-07 15:22:34
22292531642,9232628785,GDA-EVE,LOA446,2003-06-28 06:58:19
1320344777,21212586715,GDA-OSL,AID111,2006-01-25 17:58:51
2320478866,4221252143,GDA-BAR,UBS938,2006-06-07 10:03:23
7320165383,20210750313,GDA-BAR,HBY474,2006-01-01 15:22:46
12301599811,10291588420,GDA-HAM,FIV246,2006-02-07 17:39:44
7231554230,2263052833,MUM-GDA,ZEU956,2003-02-03 17:47:15
4213195513,52039285,GDA-LIP,BRN132,2003-09-18 01:13:35
11220280309,13262519212,LON-GDA,ZME397,2008-10-05 01:05:47
21310976326,6261565186,GDA-PRA,NHT696,2007-02-21 06:39:04
20322123362,111947388,GDA-MUM,HFG527,2003-08-25 05:32:37
22250295146,7241241685,GDA-SYB,IUF249,2001-12-25 17:58:03
10291799497,2270235630,GDA-BER,ZRT126,2005-04-26 01:01:17
3260354379,9211319545,SZT-GDA,CWM861,2009-07-01 19:13:51
11230316500,7312815766,BAR-GDA,ELZ356,2008-03-15 16:15:52
14310251618,22232893814,ATE-GDA,UBS938,2001-05-03 17:31:55
6272136401,8302366268,GDA-WRO,MKL740,2002-07-02 15:22:32
4262845438,17310378909,GDA-BRU,CDF607,2010-07-04 05:06:05
10303088298,22220770666,GDA-BER,SBT152,2006-05-03 05:00:55
4241785951,7221273806,LIP-GDA,LIW113,2004-11-16 17:28:10
91864266,80922535,WRO-GDA,HKB921,2004-01-04 12:43:56
52671922,8302139459,ATE-GDA,GUK987,2004-09-01 02:05:47
5291446661,8260264240,WRO-GDA,LJH145,2006-02-08 11:58:50
2211872283,19241388691,GDA-LON,TVW893,2001-12-18 15:38:42
8220740333,20280921972,GDA-OSL,OYI791,2008-07-15 22:19:39
1301833508,1301277540,SYB-GDA,TVW893,2010-01-19 14:07:54
4221754836,17263029392,GDA-KOL,OYI791,2006-12-22 19:26:29
